uid,id,rarity,time,banner,type,manual
1739844600000027722,20005,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000031322,20022,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031422,21007,4,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031522,20022,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031622,20005,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031722,20012,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031822,20000,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000031922,20015,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000032022,20022,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000032122,20009,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000032222,20007,3,2025-02-18T02:19:26.000Z,2059,11,false
1739844600000032522,1206,4,2025-02-18T02:19:33.000Z,2059,11,false
1739844600000032622,20019,3,2025-02-18T02:19:33.000Z,2059,11,false
1739844600000032722,20022,3,2025-02-18T02:19:33.000Z,2059,11,false
